token_idx,phase,layer,k_required,k_hit,k_miss,ssd_read_us,h2d_us,compute_us,stall_us,cache_resident_experts,predictor
496,prefill,2,64,24,40,12795,15256,0,28051,96,eamc
496,prefill,3,64,38,26,10277,9916,0,20193,96,eamc
496,prefill,4,64,44,20,13386,7636,0,21022,96,eamc
496,prefill,5,64,44,20,11285,7685,0,18970,96,eamc
496,prefill,6,64,47,17,9091,6595,0,15686,96,eamc
496,prefill,7,64,47,17,6979,6537,0,13516,96,eamc
496,prefill,8,64,48,16,9171,6220,0,15391,96,eamc
496,prefill,9,64,51,13,8032,4999,0,13031,96,eamc
496,prefill,10,64,49,15,14934,5879,0,20813,96,eamc
496,prefill,11,64,50,14,10366,5436,0,15802,96,eamc
496,prefill,12,64,46,18,11900,6894,0,18794,96,eamc
496,prefill,13,64,50,14,9092,5357,0,14449,96,eamc
496,prefill,14,64,52,12,11863,4632,0,16495,96,eamc
496,prefill,15,64,47,17,9384,6541,0,15925,96,eamc
496,prefill,16,64,51,13,5327,4950,0,10277,96,eamc
496,prefill,17,64,50,14,15776,5382,0,21158,96,eamc
496,prefill,18,64,56,8,7540,3329,0,10869,96,eamc
496,prefill,19,64,51,13,8287,5024,0,13311,96,eamc
496,prefill,20,64,50,14,10484,5453,0,15937,96,eamc
496,prefill,21,64,53,11,9697,4228,0,13925,96,eamc
496,prefill,22,64,44,20,19211,7821,0,27032,96,eamc
496,prefill,23,64,51,13,10775,5121,0,15896,96,eamc
496,prefill,24,64,49,15,6123,5808,0,11931,96,eamc
496,prefill,25,64,52,12,10237,4633,0,14870,96,eamc
496,prefill,26,64,49,15,15575,6128,0,21703,96,eamc
496,prefill,27,64,51,13,8296,5125,0,13421,96,eamc
496,prefill,28,64,52,12,11787,5222,0,17009,96,eamc
496,prefill,29,64,53,11,10639,4867,0,15506,96,eamc
496,prefill,30,64,59,5,1424,2202,0,3626,96,eamc
496,prefill,31,64,58,6,6009,2675,0,8684,96,eamc
496,prefill,32,64,58,6,1500,2645,0,4145,96,eamc
496,prefill,33,64,57,7,5109,3291,0,8400,96,eamc
496,prefill,34,64,58,6,6166,2792,0,8958,96,eamc
496,prefill,35,64,54,10,11367,4487,0,15854,96,eamc
496,prefill,36,64,61,3,907,1347,0,2254,96,eamc
496,prefill,37,64,55,9,8905,4124,0,13029,96,eamc
496,prefill,38,64,57,7,8704,3142,0,11846,96,eamc
496,prefill,39,64,62,2,620,869,0,1489,96,eamc
504,prefill,0,64,35,29,12839,11367,0,24206,96,eamc
504,prefill,1,64,33,31,8007,11856,0,19863,96,eamc
504,prefill,2,64,34,30,7448,11499,0,18947,96,eamc
504,prefill,3,64,42,22,9770,8444,0,18214,96,eamc
504,prefill,4,64,47,17,6474,6524,0,12998,96,eamc
504,prefill,5,64,49,15,6598,5807,0,12405,96,eamc
504,prefill,6,64,45,19,13058,7350,0,20408,96,eamc
504,prefill,7,64,54,10,6226,3869,0,10095,96,eamc
504,prefill,8,64,47,17,12638,6610,0,19248,96,eamc
504,prefill,9,64,54,10,4475,3844,0,8319,96,eamc
504,prefill,10,64,45,19,9945,7226,0,17171,96,eamc
504,prefill,11,64,50,14,7990,5385,0,13375,96,eamc
504,prefill,12,64,48,16,13268,6165,0,19433,96,eamc
504,prefill,13,64,50,14,5689,5345,0,11034,96,eamc
504,prefill,14,64,50,14,8257,5410,0,13667,96,eamc
504,prefill,15,64,47,17,10811,6526,0,17337,96,eamc
504,prefill,16,64,50,14,11723,5540,0,17263,96,eamc
504,prefill,17,64,51,13,9353,5094,0,14447,96,eamc
504,prefill,18,64,52,12,9109,4652,0,13761,96,eamc
504,prefill,19,64,56,8,7686,3065,0,10751,96,eamc
504,prefill,20,64,48,16,8050,6116,0,14166,96,eamc
504,prefill,21,64,57,7,2251,2685,0,4936,96,eamc
504,prefill,22,64,47,17,8308,6525,0,14833,96,eamc
504,prefill,23,64,49,15,10050,5762,0,15812,96,eamc
504,prefill,24,64,47,17,8794,6556,0,15350,96,eamc
504,prefill,25,64,50,14,9451,5364,0,14815,96,eamc
504,prefill,26,64,50,14,5431,5340,0,10771,96,eamc
504,prefill,27,64,56,8,4620,3069,0,7689,96,eamc
504,prefill,28,64,57,7,5470,3009,0,8479,96,eamc
504,prefill,29,64,56,8,2361,3575,0,5936,96,eamc
504,prefill,30,64,56,8,6346,3561,0,9907,96,eamc
504,prefill,31,64,60,4,4777,1786,0,6563,96,eamc
504,prefill,32,64,62,2,2358,970,0,3328,96,eamc
504,prefill,33,64,54,10,8338,4469,0,12807,96,eamc
504,prefill,34,64,60,4,2978,1761,0,4739,96,eamc
504,prefill,35,64,54,10,2880,4463,0,7343,96,eamc
504,prefill,36,64,58,6,4014,2667,0,6681,96,eamc
504,prefill,37,64,60,4,3159,1758,0,4917,96,eamc
504,prefill,38,64,62,2,522,898,0,1420,96,eamc
504,prefill,39,64,60,4,1013,1787,0,2800,96,eamc
512,prefill,0,64,35,29,8847,11427,0,20274,96,eamc
512,prefill,1,64,43,21,5233,8058,0,13291,96,eamc
512,prefill,2,64,24,40,13734,15451,0,29185,96,eamc
512,prefill,3,64,41,23,6944,8899,0,15843,96,eamc
512,prefill,4,64,39,25,10297,10012,0,20309,96,eamc
512,prefill,5,64,43,21,11361,8270,0,19631,96,eamc
512,prefill,6,64,45,19,20715,7452,0,28167,96,eamc
512,prefill,7,64,51,13,10009,5182,0,15191,96,eamc
512,prefill,8,64,51,13,6067,5145,0,11212,96,eamc
512,prefill,9,64,54,10,9611,3992,0,13603,96,eamc
512,prefill,10,64,39,25,17660,9729,0,27389,96,eamc
512,prefill,11,64,42,22,8664,8586,0,17250,96,eamc
512,prefill,12,64,49,15,8014,5982,0,13996,96,eamc
512,prefill,13,64,50,14,10768,5600,0,16368,96,eamc
512,prefill,14,64,52,12,7391,4627,0,12018,96,eamc
512,prefill,15,64,46,18,14097,7144,0,21241,96,eamc
512,prefill,16,64,53,11,10155,4554,0,14709,96,eamc
512,prefill,17,64,48,16,8704,6190,0,14894,96,eamc
512,prefill,18,64,54,10,3363,3861,0,7224,96,eamc
512,prefill,19,64,50,14,7492,5451,0,12943,96,eamc
512,prefill,20,64,48,16,6892,6311,0,13203,96,eamc
512,prefill,21,64,54,10,5554,3961,0,9515,96,eamc
512,prefill,22,64,44,20,12998,7766,0,20764,96,eamc
512,prefill,23,64,51,13,6051,5065,0,11116,96,eamc
512,prefill,24,64,47,17,9717,6705,0,16422,96,eamc
512,prefill,25,64,46,18,8284,7112,0,15396,96,eamc
512,prefill,26,64,51,13,9058,5110,0,14168,96,eamc
512,prefill,27,64,56,8,2856,3139,0,5995,96,eamc
512,prefill,28,64,54,10,7276,4395,0,11671,96,eamc
512,prefill,29,64,55,9,5110,4080,0,9190,96,eamc
512,prefill,30,64,59,5,6351,2246,0,8597,96,eamc
512,prefill,31,64,60,4,4888,1833,0,6721,96,eamc
512,prefill,32,64,58,6,5386,2714,0,8100,96,eamc
512,prefill,33,64,52,12,9798,5519,0,15317,96,eamc
512,prefill,34,64,54,10,5001,4579,0,9580,96,eamc
512,prefill,35,64,56,8,13931,3981,0,17912,96,eamc
512,prefill,36,64,61,3,3461,1389,0,4850,96,eamc
512,prefill,37,64,58,6,9753,2895,0,12648,96,eamc
512,prefill,38,64,61,3,4827,1384,0,6211,96,eamc
512,prefill,39,64,62,2,2720,906,0,3626,96,eamc
520,prefill,0,64,37,27,7617,10411,0,18028,96,eamc
520,prefill,1,64,36,28,7738,10794,0,18532,96,eamc
520,prefill,2,64,34,30,7654,11526,0,19180,96,eamc
520,prefill,3,64,49,15,6045,5889,0,11934,96,eamc
520,prefill,4,64,43,21,10453,8323,0,18776,96,eamc
520,prefill,5,64,40,24,18575,9326,0,27901,96,eamc
520,prefill,6,64,45,19,12391,7475,0,19866,96,eamc
520,prefill,7,64,48,16,9580,6287,0,15867,96,eamc
520,prefill,8,64,49,15,7127,5906,0,13033,96,eamc
520,prefill,9,64,55,9,7060,3546,0,10606,96,eamc
520,prefill,10,64,43,21,11315,8225,0,19540,96,eamc
520,prefill,11,64,48,16,4127,6128,0,10255,96,eamc
520,prefill,12,64,46,18,7586,7085,0,14671,96,eamc
520,prefill,13,64,52,12,7749,4732,0,12481,96,eamc
520,prefill,14,64,54,10,2666,3845,0,6511,96,eamc
520,prefill,15,64,46,18,11450,7027,0,18477,96,eamc
520,prefill,16,64,52,12,5671,4849,0,10520,96,eamc
520,prefill,17,64,53,11,3066,4243,0,7309,96,eamc
520,prefill,18,64,53,11,5324,4275,0,9599,96,eamc
520,prefill,19,64,54,10,2758,3865,0,6623,96,eamc
520,prefill,20,64,50,14,8113,5599,0,13712,96,eamc
520,prefill,21,64,50,14,12342,5472,0,17814,96,eamc
520,prefill,22,64,48,16,4440,6216,0,10656,96,eamc
520,prefill,23,64,50,14,6553,5549,0,12102,96,eamc
520,prefill,24,64,52,12,8409,4807,0,13216,96,eamc
520,prefill,25,64,53,11,5641,4328,0,9969,96,eamc
520,prefill,26,64,52,12,5337,4739,0,10076,96,eamc
520,prefill,27,64,59,5,1205,1918,0,3123,96,eamc
520,prefill,28,64,53,11,7845,5089,0,12934,96,eamc
520,prefill,29,64,55,9,2551,3976,0,6527,96,eamc
520,prefill,30,64,59,5,3976,2275,0,6251,96,eamc
520,prefill,31,64,61,3,738,1357,0,2095,96,eamc
520,prefill,32,64,62,2,2489,944,0,3433,96,eamc
520,prefill,33,64,57,7,7161,3365,0,10526,96,eamc
520,prefill,34,64,62,2,646,900,0,1546,96,eamc
520,prefill,35,64,56,8,8011,3690,0,11701,96,eamc
520,prefill,36,64,61,3,3108,1384,0,4492,96,eamc
520,prefill,37,64,63,1,345,451,0,796,96,eamc
520,prefill,38,64,61,3,4190,1420,0,5610,96,eamc
520,prefill,39,64,61,3,3051,1390,0,4441,96,eamc
528,prefill,0,64,40,24,11566,9393,0,20959,96,eamc
528,prefill,1,64,35,29,8206,11179,0,19385,96,eamc
528,prefill,2,64,32,32,8538,12209,0,20747,96,eamc
528,prefill,3,64,41,23,8084,8786,0,16870,96,eamc
528,prefill,4,64,44,20,6850,7635,0,14485,96,eamc
528,prefill,5,64,42,22,10079,8418,0,18497,96,eamc
528,prefill,6,64,43,21,13775,8034,0,21809,96,eamc
528,prefill,7,64,52,12,7510,4625,0,12135,96,eamc
528,prefill,8,64,52,12,8059,4622,0,12681,96,eamc
528,prefill,9,64,57,7,6222,2689,0,8911,96,eamc
528,prefill,10,64,48,16,3947,6094,0,10041,96,eamc
528,prefill,11,64,54,10,7104,3833,0,10937,96,eamc
528,prefill,12,64,46,18,4528,6879,0,11407,96,eamc
528,prefill,13,64,52,12,3276,4837,0,8113,96,eamc
528,prefill,14,64,57,7,3616,2671,0,6287,96,eamc
528,prefill,15,64,52,12,6661,4587,0,11248,96,eamc
528,prefill,16,64,54,10,4241,3856,0,8097,96,eamc
528,prefill,17,64,53,11,8692,4228,0,12920,96,eamc
528,prefill,18,64,58,6,3375,2291,0,5666,96,eamc
528,prefill,19,64,55,9,2426,3478,0,5904,96,eamc
528,prefill,20,64,52,12,4975,4584,0,9559,96,eamc
528,prefill,21,64,56,8,2122,3057,0,5179,96,eamc
528,prefill,22,64,53,11,4877,4208,0,9085,96,eamc
528,prefill,23,64,56,8,3877,3055,0,6932,96,eamc
528,prefill,24,64,50,14,5730,5369,0,11099,96,eamc
528,prefill,25,64,54,10,2347,3853,0,6200,96,eamc
528,prefill,26,64,54,10,8281,3837,0,12118,96,eamc
528,prefill,27,64,55,9,9119,3516,0,12635,96,eamc
528,prefill,28,64,55,9,7381,3906,0,11287,96,eamc
528,prefill,29,64,59,5,1555,2342,0,3897,96,eamc
528,prefill,30,64,56,8,4162,3579,0,7741,96,eamc
528,prefill,31,64,60,4,5035,1796,0,6831,96,eamc
528,prefill,32,64,58,6,1697,2658,0,4355,96,eamc
528,prefill,33,64,57,7,3844,3093,0,6937,96,eamc
528,prefill,34,64,59,5,3497,2248,0,5745,96,eamc
528,prefill,35,64,54,10,2750,4465,0,7215,96,eamc
528,prefill,36,64,60,4,3078,1801,0,4879,96,eamc
528,prefill,37,64,56,8,6956,3626,0,10582,96,eamc
528,prefill,38,64,62,2,4198,908,0,5106,96,eamc
528,prefill,39,64,57,7,1958,3063,0,5021,96,eamc
536,prefill,0,64,44,20,9885,7852,0,17737,96,eamc
536,prefill,1,64,30,34,11119,13102,0,24221,96,eamc
536,prefill,2,64,35,29,9902,11193,0,21095,96,eamc
536,prefill,3,64,43,21,8992,8112,0,17104,96,eamc
536,prefill,4,64,41,23,7933,9066,0,16999,96,eamc
536,prefill,5,64,46,18,9295,6912,0,16207,96,eamc
536,prefill,6,64,49,15,8348,5765,0,14113,96,eamc
536,prefill,7,64,53,11,5075,4198,0,9273,96,eamc
536,prefill,8,64,51,13,9947,4992,0,14939,96,eamc
536,prefill,9,64,54,10,11029,3931,0,14960,96,eamc
536,prefill,10,64,50,14,10270,5472,0,15742,96,eamc
536,prefill,11,64,51,13,10031,5143,0,15174,96,eamc
536,prefill,12,64,48,16,6381,6129,0,12510,96,eamc
536,prefill,13,64,52,12,3065,4579,0,7644,96,eamc
536,prefill,14,64,53,11,5743,4359,0,10102,96,eamc
536,prefill,15,64,49,15,5321,5751,0,11072,96,eamc
536,prefill,16,64,48,16,9850,6143,0,15993,96,eamc
536,prefill,17,64,51,13,11358,4998,0,16356,96,eamc
536,prefill,18,64,49,15,15337,5781,0,21118,96,eamc
536,prefill,19,64,52,12,9742,4586,0,14328,96,eamc
536,prefill,20,64,53,11,12663,4245,0,16908,96,eamc
536,prefill,21,64,54,10,9844,4047,0,13891,96,eamc
536,prefill,22,64,49,15,15870,5851,0,21721,96,eamc
536,prefill,23,64,48,16,12948,6267,0,19215,96,eamc
536,prefill,24,64,45,19,8560,7262,0,15822,96,eamc
536,prefill,25,64,52,12,10030,4705,0,14735,96,eamc
536,prefill,26,64,51,13,8313,5028,0,13341,96,eamc
536,prefill,27,64,55,9,7674,3462,0,11136,96,eamc
536,prefill,28,64,53,11,5757,4650,0,10407,96,eamc
536,prefill,29,64,56,8,9818,3606,0,13424,96,eamc
536,prefill,30,64,53,11,8760,4929,0,13689,96,eamc
536,prefill,31,64,61,3,817,1312,0,2129,96,eamc
536,prefill,32,64,55,9,6250,3973,0,10223,96,eamc
536,prefill,33,64,57,7,7298,3146,0,10444,96,eamc
536,prefill,34,64,59,5,5497,2220,0,7717,96,eamc
536,prefill,35,64,54,10,17741,4471,0,22212,96,eamc
536,prefill,36,64,58,6,8173,2802,0,10975,96,eamc
536,prefill,37,64,62,2,484,885,0,1369,96,eamc
536,prefill,38,64,58,6,3743,2745,0,6488,96,eamc
536,prefill,39,64,62,2,2942,912,0,3854,96,eamc
544,prefill,0,64,52,12,3391,4689,0,8080,96,eamc
544,prefill,1,64,44,20,7786,7754,0,15540,96,eamc
544,prefill,2,64,37,27,6728,10308,0,17036,96,eamc
544,prefill,3,64,47,17,6315,6524,0,12839,96,eamc
544,prefill,4,64,52,12,5033,4583,0,9616,96,eamc
544,prefill,5,64,52,12,6970,4580,0,11550,96,eamc
544,prefill,6,64,51,13,3589,5048,0,8637,96,eamc
544,prefill,7,64,52,12,9878,4615,0,14493,96,eamc
544,prefill,8,64,51,13,7546,4991,0,12537,96,eamc
544,prefill,9,64,57,7,8419,2682,0,11101,96,eamc
544,prefill,10,64,51,13,9935,5031,0,14966,96,eamc
544,prefill,11,64,55,9,2819,3458,0,6277,96,eamc
544,prefill,12,64,53,11,8445,4207,0,12652,96,eamc
544,prefill,13,64,57,7,5680,2695,0,8375,96,eamc
544,prefill,14,64,58,6,3773,2304,0,6077,96,eamc
544,prefill,15,64,56,8,2119,3049,0,5168,96,eamc
544,prefill,16,64,56,8,2098,3049,0,5147,96,eamc
544,prefill,17,64,50,14,5608,5343,0,10951,96,eamc
544,prefill,18,64,56,8,4593,3054,0,7647,96,eamc
544,prefill,19,64,57,7,3601,2676,0,6277,96,eamc
544,prefill,20,64,49,15,11231,5804,0,17035,96,eamc
544,prefill,21,64,56,8,4135,3114,0,7249,96,eamc
544,prefill,22,64,56,8,3772,3045,0,6817,96,eamc
544,prefill,23,64,50,14,6339,5373,0,11712,96,eamc
544,prefill,24,64,48,16,9998,6154,0,16152,96,eamc
544,prefill,25,64,52,12,7265,4604,0,11869,96,eamc
544,prefill,26,64,56,8,1909,3043,0,4952,96,eamc
544,prefill,27,64,55,9,5033,3440,0,8473,96,eamc
544,prefill,28,64,55,9,2512,3878,0,6390,96,eamc
544,prefill,29,64,53,11,5021,4923,0,9944,96,eamc
544,prefill,30,64,59,5,5090,2197,0,7287,96,eamc
544,prefill,31,64,58,6,9235,2884,0,12119,96,eamc
544,prefill,32,64,58,6,5914,2808,0,8722,96,eamc
544,prefill,33,64,55,9,6716,4029,0,10745,96,eamc
544,prefill,34,64,56,8,6524,3569,0,10093,96,eamc
544,prefill,35,64,56,8,10318,3511,0,13829,96,eamc
544,prefill,36,64,59,5,3331,2229,0,5560,96,eamc
544,prefill,37,64,59,5,1581,2209,0,3790,96,eamc
544,prefill,38,64,61,3,776,1311,0,2087,96,eamc
544,prefill,39,64,62,2,2759,910,0,3669,96,eamc
552,prefill,0,64,35,29,24187,11363,0,35550,96,eamc
552,prefill,1,64,24,40,16322,15474,0,31796,96,eamc
552,prefill,2,64,30,34,13529,13063,0,26592,96,eamc
552,prefill,3,64,29,35,21107,13464,0,34571,96,eamc
552,prefill,4,64,35,29,19576,11149,0,30725,96,eamc
552,prefill,5,64,41,23,15486,8812,0,24298,96,eamc
552,prefill,6,64,45,19,9122,7404,0,16526,96,eamc
552,prefill,7,64,44,20,16064,7795,0,23859,96,eamc
552,prefill,8,64,49,15,11002,5790,0,16792,96,eamc
552,prefill,9,64,55,9,16023,3576,0,19599,96,eamc
552,prefill,10,64,41,23,19047,8988,0,28035,96,eamc
552,prefill,11,64,51,13,13686,5030,0,18716,96,eamc
552,prefill,12,64,45,19,8607,7333,0,15940,96,eamc
552,prefill,13,64,54,10,6514,3919,0,10433,96,eamc
552,prefill,14,64,56,8,1904,3036,0,4940,96,eamc
552,prefill,15,64,55,9,5949,3458,0,9407,96,eamc
552,prefill,16,64,51,13,5039,4938,0,9977,96,eamc
552,prefill,17,64,52,12,6746,4604,0,11350,96,eamc
552,prefill,18,64,52,12,9528,4613,0,14141,96,eamc
552,prefill,19,64,50,14,9996,5408,0,15404,96,eamc
552,prefill,20,64,44,20,12710,7749,0,20459,96,eamc
552,prefill,21,64,50,14,6048,5340,0,11388,96,eamc
552,prefill,22,64,40,24,10038,9186,0,19224,96,eamc
552,prefill,23,64,44,20,18089,7737,0,25826,96,eamc
552,prefill,24,64,42,22,10280,8459,0,18739,96,eamc
552,prefill,25,64,43,21,14566,8165,0,22731,96,eamc
552,prefill,26,64,50,14,8825,5468,0,14293,96,eamc
552,prefill,27,64,52,12,3259,4609,0,7868,96,eamc
552,prefill,28,64,52,12,10598,5227,0,15825,96,eamc
552,prefill,29,64,50,14,12559,6267,0,18826,96,eamc
552,prefill,30,64,55,9,6640,4052,0,10692,96,eamc
552,prefill,31,64,57,7,11630,3155,0,14785,96,eamc
552,prefill,32,64,55,9,11690,4324,0,16014,96,eamc
552,prefill,33,64,56,8,11007,3713,0,14720,96,eamc
552,prefill,34,64,49,15,16757,6836,0,23593,96,eamc
552,prefill,35,64,53,11,17935,4932,0,22867,96,eamc
552,prefill,36,64,56,8,4133,3568,0,7701,96,eamc
552,prefill,37,64,55,9,13980,4092,0,18072,96,eamc
552,prefill,38,64,54,10,14142,4573,0,18715,96,eamc
552,prefill,39,64,59,5,7045,2253,0,9298,96,eamc
560,prefill,0,64,36,28,14581,11530,0,26111,96,eamc
560,prefill,1,64,46,18,14427,7093,0,21520,96,eamc
560,prefill,2,64,28,36,14057,13896,0,27953,96,eamc
560,prefill,3,64,39,25,7317,9550,0,16867,96,eamc
560,prefill,4,64,43,21,5158,7988,0,13146,96,eamc
560,prefill,5,64,45,19,7596,7261,0,14857,96,eamc
560,prefill,6,64,46,18,10501,6888,0,17389,96,eamc
560,prefill,7,64,53,11,7254,4238,0,11492,96,eamc
560,prefill,8,64,50,14,10488,5429,0,15917,96,eamc
560,prefill,9,64,50,14,10220,5379,0,15599,96,eamc
560,prefill,10,64,40,24,19090,9383,0,28473,96,eamc
560,prefill,11,64,45,19,14999,7414,0,22413,96,eamc
560,prefill,12,64,45,19,13211,7345,0,20556,96,eamc
560,prefill,13,64,47,17,10169,6510,0,16679,96,eamc
560,prefill,14,64,53,11,6903,4219,0,11122,96,eamc
560,prefill,15,64,51,13,7244,5048,0,12292,96,eamc
560,prefill,16,64,53,11,4900,4272,0,9172,96,eamc
560,prefill,17,64,56,8,9277,3109,0,12386,96,eamc
560,prefill,18,64,48,16,9713,6123,0,15836,96,eamc
560,prefill,19,64,52,12,8828,4616,0,13444,96,eamc
560,prefill,20,64,45,19,9935,7261,0,17196,96,eamc
560,prefill,21,64,48,16,12624,6138,0,18762,96,eamc
560,prefill,22,64,51,13,7250,4987,0,12237,96,eamc
560,prefill,23,64,45,19,11607,7379,0,18986,96,eamc
560,prefill,24,64,48,16,8343,6126,0,14469,96,eamc
560,prefill,25,64,50,14,9969,5402,0,15371,96,eamc
560,prefill,26,64,49,15,4565,5735,0,10300,96,eamc
560,prefill,27,64,49,15,8608,6005,0,14613,96,eamc
560,prefill,28,64,50,14,7740,5976,0,13716,96,eamc
560,prefill,29,64,48,16,15977,7167,0,23144,96,eamc
560,prefill,30,64,51,13,13612,5945,0,19557,96,eamc
560,prefill,31,64,57,7,11668,3121,0,14789,96,eamc
560,prefill,32,64,50,14,16513,6317,0,22830,96,eamc
560,prefill,33,64,54,10,11640,4476,0,16116,96,eamc
560,prefill,34,64,50,14,18340,6519,0,24859,96,eamc
560,prefill,35,64,54,10,8856,4459,0,13315,96,eamc
560,prefill,36,64,51,13,13187,5865,0,19052,96,eamc
560,prefill,37,64,51,13,10889,5800,0,16689,96,eamc
560,prefill,38,64,54,10,10114,4503,0,14617,96,eamc
560,prefill,39,64,55,9,22847,4098,0,26945,96,eamc
568,prefill,0,64,40,24,22165,9506,0,31671,96,eamc
568,prefill,1,64,44,20,12403,7742,0,20145,96,eamc
568,prefill,2,64,29,35,8971,13340,0,22311,96,eamc
568,prefill,3,64,35,29,11892,11103,0,22995,96,eamc
568,prefill,4,64,41,23,5957,8854,0,14811,96,eamc
568,prefill,5,64,42,22,13107,8443,0,21550,96,eamc
568,prefill,6,64,44,20,10673,7596,0,18269,96,eamc
568,prefill,7,64,54,10,6671,3828,0,10499,96,eamc
568,prefill,8,64,50,14,3590,5364,0,8954,96,eamc
568,prefill,9,64,51,13,12462,5062,0,17524,96,eamc
568,prefill,10,64,48,16,7964,6149,0,14113,96,eamc
568,prefill,11,64,48,16,10339,6146,0,16485,96,eamc
568,prefill,12,64,50,14,10814,5405,0,16219,96,eamc
568,prefill,13,64,50,14,8618,5366,0,13984,96,eamc
568,prefill,14,64,52,12,5836,4746,0,10582,96,eamc
568,prefill,15,64,51,13,13083,5113,0,18196,96,eamc
568,prefill,16,64,45,19,16355,7353,0,23708,96,eamc
568,prefill,17,64,53,11,9730,4230,0,13960,96,eamc
568,prefill,18,64,50,14,13492,5461,0,18953,96,eamc
568,prefill,19,64,52,12,9291,4635,0,13926,96,eamc
568,prefill,20,64,45,19,12556,7285,0,19841,96,eamc
568,prefill,21,64,52,12,7077,4582,0,11659,96,eamc
568,prefill,22,64,45,19,10587,7290,0,17877,96,eamc
568,prefill,23,64,44,20,10124,7654,0,17778,96,eamc
568,prefill,24,64,42,22,15790,8514,0,24304,96,eamc
568,prefill,25,64,45,19,21435,7463,0,28898,96,eamc
568,prefill,26,64,49,15,18053,5934,0,23987,96,eamc
568,prefill,27,64,45,19,12971,7348,0,20319,96,eamc
568,prefill,28,64,47,17,12217,7317,0,19534,96,eamc
568,prefill,29,64,49,15,12318,6760,0,19078,96,eamc
568,prefill,30,64,55,9,13338,4067,0,17405,96,eamc
568,prefill,31,64,56,8,8160,3623,0,11783,96,eamc
568,prefill,32,64,51,13,11060,5804,0,16864,96,eamc
568,prefill,33,64,56,8,5177,3566,0,8743,96,eamc
568,prefill,34,64,51,13,11655,5830,0,17485,96,eamc
568,prefill,35,64,53,11,10538,4963,0,15501,96,eamc
568,prefill,36,64,53,11,6955,5002,0,11957,96,eamc
568,prefill,37,64,54,10,11850,4567,0,16417,96,eamc
568,prefill,38,64,54,10,13584,4493,0,18077,96,eamc
568,prefill,39,64,61,3,2569,1345,0,3914,96,eamc
576,prefill,0,64,47,17,11511,6704,0,18215,96,eamc
576,prefill,1,64,35,29,13030,11278,0,24308,96,eamc
576,prefill,2,64,36,28,13238,10749,0,23987,96,eamc
576,prefill,3,64,43,21,7146,8128,0,15274,96,eamc
576,prefill,4,64,43,21,5501,8003,0,13504,96,eamc
576,prefill,5,64,46,18,7538,6912,0,14450,96,eamc
576,prefill,6,64,46,18,8464,6886,0,15350,96,eamc
576,prefill,7,64,45,19,13067,7272,0,20339,96,eamc
576,prefill,8,64,44,20,15494,7729,0,23223,96,eamc
576,prefill,9,64,53,11,2814,4191,0,7005,96,eamc
576,prefill,10,64,46,18,6664,6909,0,13573,96,eamc
576,prefill,11,64,47,17,6173,6488,0,12661,96,eamc
576,prefill,12,64,51,13,11051,4991,0,16042,96,eamc
576,prefill,13,64,50,14,10288,5388,0,15676,96,eamc
576,prefill,14,64,53,11,7149,4279,0,11428,96,eamc
576,prefill,15,64,49,15,8907,5768,0,14675,96,eamc
576,prefill,16,64,52,12,4926,4588,0,9514,96,eamc
576,prefill,17,64,53,11,4273,4194,0,8467,96,eamc
576,prefill,18,64,52,12,7024,4614,0,11638,96,eamc
576,prefill,19,64,54,10,4792,3843,0,8635,96,eamc
576,prefill,20,64,49,15,8650,5832,0,14482,96,eamc
576,prefill,21,64,49,15,10821,5858,0,16679,96,eamc
576,prefill,22,64,43,21,8121,8128,0,16249,96,eamc
576,prefill,23,64,54,10,7543,3852,0,11395,96,eamc
576,prefill,24,64,39,25,14752,9659,0,24411,96,eamc
576,prefill,25,64,43,21,13933,8045,0,21978,96,eamc
576,prefill,26,64,47,17,11782,6550,0,18332,96,eamc
576,prefill,27,64,51,13,10805,5053,0,15858,96,eamc
576,prefill,28,64,54,10,4804,4288,0,9092,96,eamc
576,prefill,29,64,52,12,7137,5363,0,12500,96,eamc
576,prefill,30,64,56,8,9709,3563,0,13272,96,eamc
576,prefill,31,64,56,8,6355,3567,0,9922,96,eamc
576,prefill,32,64,54,10,10006,4467,0,14473,96,eamc
576,prefill,33,64,55,9,7883,4025,0,11908,96,eamc
576,prefill,34,64,56,8,8999,3585,0,12584,96,eamc
576,prefill,35,64,55,9,22695,4028,0,26723,96,eamc
576,prefill,36,64,57,7,7850,3147,0,10997,96,eamc
576,prefill,37,64,55,9,11279,4050,0,15329,96,eamc
576,prefill,38,64,54,10,12961,4730,0,17691,96,eamc
576,prefill,39,64,54,10,16172,4566,0,20738,96,eamc
584,prefill,0,64,44,20,18085,7896,0,25981,96,eamc
584,prefill,1,64,39,25,12107,9811,0,21918,96,eamc
584,prefill,2,64,33,31,10006,11856,0,21862,96,eamc
584,prefill,3,64,45,19,6647,7261,0,13908,96,eamc
584,prefill,4,64,34,30,9721,11466,0,21187,96,eamc
584,prefill,5,64,43,21,8373,8024,0,16397,96,eamc
584,prefill,6,64,50,14,10178,5447,0,15625,96,eamc
584,prefill,7,64,54,10,8653,3856,0,12509,96,eamc
584,prefill,8,64,52,12,5390,4581,0,9971,96,eamc
584,prefill,9,64,59,5,3207,1911,0,5118,96,eamc
584,prefill,10,64,45,19,11194,7298,0,18492,96,eamc
584,prefill,11,64,50,14,10590,5417,0,16007,96,eamc
