token_idx,phase,layer,k_required,k_hit,k_miss,ssd_read_us,h2d_us,compute_us,stall_us,cache_resident_experts,predictor
192,prefill,6,64,34,30,38705,11831,0,50536,96,eamc
192,prefill,7,64,28,36,47137,14208,0,61345,96,eamc
192,prefill,8,64,33,31,37486,12206,0,49692,96,eamc
192,prefill,9,64,31,33,45598,13083,0,58681,96,eamc
192,prefill,10,64,39,25,30614,10196,0,40810,96,eamc
192,prefill,11,64,33,31,31188,12275,0,43463,96,eamc
192,prefill,12,64,39,25,32000,9848,0,41848,96,eamc
192,prefill,13,64,34,30,23294,11545,0,34839,96,eamc
192,prefill,14,64,41,23,28125,9151,0,37276,96,eamc
192,prefill,15,64,45,19,16491,7535,0,24026,96,eamc
192,prefill,16,64,42,22,23131,8751,0,31882,96,eamc
192,prefill,17,64,44,20,17411,7935,0,25346,96,eamc
192,prefill,18,64,46,18,19526,7102,0,26628,96,eamc
192,prefill,19,64,48,16,13410,6341,0,19751,96,eamc
192,prefill,20,64,41,23,16284,8999,0,25283,96,eamc
192,prefill,21,64,49,15,15592,5973,0,21565,96,eamc
192,prefill,22,64,46,18,13842,6959,0,20801,96,eamc
192,prefill,23,64,46,18,13884,6950,0,20834,96,eamc
192,prefill,24,64,47,17,16965,6600,0,23565,96,eamc
192,prefill,25,64,44,20,12965,7649,0,20614,96,eamc
192,prefill,26,64,48,16,15723,6168,0,21891,96,eamc
192,prefill,27,64,45,19,16633,7356,0,23989,96,eamc
192,prefill,28,64,52,12,15867,5236,0,21103,96,eamc
192,prefill,29,64,43,21,31579,9586,0,41165,96,eamc
192,prefill,30,64,49,15,22974,6816,0,29790,96,eamc
192,prefill,31,64,50,14,25887,6419,0,32306,96,eamc
192,prefill,32,64,51,13,16734,5835,0,22569,96,eamc
192,prefill,33,64,48,16,25534,7234,0,32768,96,eamc
192,prefill,34,64,49,15,30055,6832,0,36887,96,eamc
192,prefill,35,64,51,13,11855,5807,0,17662,96,eamc
192,prefill,36,64,51,13,14498,6014,0,20512,96,eamc
192,prefill,37,64,49,15,24929,6735,0,31664,96,eamc
192,prefill,38,64,51,13,15900,5962,0,21862,96,eamc
192,prefill,39,64,50,14,21168,6325,0,27493,96,eamc
200,prefill,0,64,29,35,44894,14447,0,59341,96,eamc
200,prefill,1,64,34,30,17490,11799,0,29289,96,eamc
200,prefill,2,64,32,32,19789,12516,0,32305,96,eamc
200,prefill,3,64,38,26,23709,10051,0,33760,96,eamc
200,prefill,4,64,40,24,16482,9268,0,25750,96,eamc
200,prefill,5,64,41,23,29741,9112,0,38853,96,eamc
200,prefill,6,64,42,22,22951,8630,0,31581,96,eamc
200,prefill,7,64,44,20,21525,7865,0,29390,96,eamc
200,prefill,8,64,44,20,25963,7831,0,33794,96,eamc
200,prefill,9,64,48,16,21068,6281,0,27349,96,eamc
200,prefill,10,64,50,14,22088,5537,0,27625,96,eamc
200,prefill,11,64,47,17,14194,6692,0,20886,96,eamc
200,prefill,12,64,47,17,16758,6844,0,23602,96,eamc
200,prefill,13,64,49,15,7913,5813,0,13726,96,eamc
200,prefill,14,64,44,20,27199,7883,0,35082,96,eamc
200,prefill,15,64,48,16,10054,6280,0,16334,96,eamc
200,prefill,16,64,48,16,12091,6340,0,18431,96,eamc
200,prefill,17,64,47,17,14483,6638,0,21121,96,eamc
200,prefill,18,64,52,12,13847,4749,0,18596,96,eamc
200,prefill,19,64,47,17,17560,6656,0,24216,96,eamc
200,prefill,20,64,46,18,15645,7037,0,22682,96,eamc
200,prefill,21,64,43,21,20618,8199,0,28817,96,eamc
200,prefill,22,64,45,19,15387,7505,0,22892,96,eamc
200,prefill,23,64,48,16,16454,6254,0,22708,96,eamc
200,prefill,24,64,48,16,16096,6273,0,22369,96,eamc
200,prefill,25,64,46,18,17923,7064,0,24987,96,eamc
200,prefill,26,64,50,14,16918,5492,0,22410,96,eamc
200,prefill,27,64,45,19,20336,7576,0,27912,96,eamc
200,prefill,28,64,53,11,13555,4771,0,18326,96,eamc
200,prefill,29,64,47,17,22855,7770,0,30625,96,eamc
200,prefill,30,64,54,10,15726,4537,0,20263,96,eamc
200,prefill,31,64,50,14,17066,6321,0,23387,96,eamc
200,prefill,32,64,53,11,16427,5152,0,21579,96,eamc
200,prefill,33,64,54,10,15548,4546,0,20094,96,eamc
200,prefill,34,64,59,5,4221,2272,0,6493,96,eamc
200,prefill,35,64,50,14,21420,6323,0,27743,96,eamc
200,prefill,36,64,48,16,19488,7139,0,26627,96,eamc
200,prefill,37,64,54,10,16640,4473,0,21113,96,eamc
200,prefill,38,64,54,10,10713,4467,0,15180,96,eamc
200,prefill,39,64,55,9,9588,4409,0,13997,96,eamc
208,prefill,0,64,38,26,15960,10538,0,26498,96,eamc
208,prefill,1,64,35,29,18925,11162,0,30087,96,eamc
208,prefill,2,64,39,25,12539,9580,0,22119,96,eamc
208,prefill,3,64,43,21,19862,8132,0,27994,96,eamc
208,prefill,4,64,42,22,27828,8730,0,36558,96,eamc
208,prefill,5,64,45,19,24940,7480,0,32420,96,eamc
208,prefill,6,64,43,21,22192,8250,0,30442,96,eamc
208,prefill,7,64,41,23,23944,9076,0,33020,96,eamc
208,prefill,8,64,41,23,27056,9089,0,36145,96,eamc
208,prefill,9,64,51,13,18149,5071,0,23220,96,eamc
208,prefill,10,64,53,11,16498,4317,0,20815,96,eamc
208,prefill,11,64,46,18,17302,7121,0,24423,96,eamc
208,prefill,12,64,50,14,15206,5577,0,20783,96,eamc
208,prefill,13,64,47,17,13073,6669,0,19742,96,eamc
208,prefill,14,64,50,14,21175,5620,0,26795,96,eamc
208,prefill,15,64,44,20,22525,7914,0,30439,96,eamc
208,prefill,16,64,50,14,11352,5615,0,16967,96,eamc
208,prefill,17,64,51,13,16933,5130,0,22063,96,eamc
208,prefill,18,64,49,15,18214,5932,0,24146,96,eamc
208,prefill,19,64,51,13,23890,5224,0,29114,96,eamc
208,prefill,20,64,38,26,25189,10336,0,35525,96,eamc
208,prefill,21,64,39,25,39152,9852,0,49004,96,eamc
208,prefill,22,64,41,23,27253,9133,0,36386,96,eamc
208,prefill,23,64,47,17,27922,6720,0,34642,96,eamc
208,prefill,24,64,43,21,30819,8283,0,39102,96,eamc
208,prefill,25,64,42,22,25268,8828,0,34096,96,eamc
208,prefill,26,64,39,25,35212,10039,0,45251,96,eamc
208,prefill,27,64,48,16,16986,6178,0,23164,96,eamc
208,prefill,28,64,50,14,24050,6224,0,30274,96,eamc
208,prefill,29,64,48,16,23193,7249,0,30442,96,eamc
208,prefill,30,64,53,11,17002,4951,0,21953,96,eamc
208,prefill,31,64,53,11,12301,4994,0,17295,96,eamc
208,prefill,32,64,53,11,21764,5132,0,26896,96,eamc
208,prefill,33,64,53,11,21205,5001,0,26206,96,eamc
208,prefill,34,64,54,10,15589,4570,0,20159,96,eamc
208,prefill,35,64,56,8,10701,3593,0,14294,96,eamc
208,prefill,36,64,56,8,13949,3611,0,17560,96,eamc
208,prefill,37,64,51,13,27678,6170,0,33848,96,eamc
208,prefill,38,64,57,7,10662,3335,0,13997,96,eamc
208,prefill,39,64,54,10,21959,4756,0,26715,96,eamc
216,prefill,0,64,45,19,13654,7544,0,21198,96,eamc
216,prefill,1,64,48,16,12019,6332,0,18351,96,eamc
216,prefill,2,64,40,24,14588,9219,0,23807,96,eamc
216,prefill,3,64,49,15,16723,5849,0,22572,96,eamc
216,prefill,4,64,55,9,7040,3492,0,10532,96,eamc
216,prefill,5,64,54,10,4969,3892,0,8861,96,eamc
216,prefill,6,64,56,8,6701,3079,0,9780,96,eamc
216,prefill,7,64,58,6,7853,2305,0,10158,96,eamc
216,prefill,8,64,51,13,17233,5083,0,22316,96,eamc
216,prefill,9,64,48,16,25888,6398,0,32286,96,eamc
216,prefill,10,64,50,14,10247,5573,0,15820,96,eamc
216,prefill,11,64,58,6,7205,2354,0,9559,96,eamc
216,prefill,12,64,56,8,9189,3148,0,12337,96,eamc
216,prefill,13,64,52,12,12385,4728,0,17113,96,eamc
216,prefill,14,64,51,13,17168,5046,0,22214,96,eamc
216,prefill,15,64,58,6,3802,2309,0,6111,96,eamc
216,prefill,16,64,61,3,2468,1149,0,3617,96,eamc
216,prefill,17,64,54,10,16240,3906,0,20146,96,eamc
216,prefill,18,64,57,7,4276,2752,0,7028,96,eamc
216,prefill,19,64,59,5,4915,1958,0,6873,96,eamc
216,prefill,20,64,52,12,16870,4658,0,21528,96,eamc
216,prefill,21,64,46,18,28189,7179,0,35368,96,eamc
216,prefill,22,64,56,8,8910,3220,0,12130,96,eamc
216,prefill,23,64,58,6,10812,2379,0,13191,96,eamc
216,prefill,24,64,56,8,12976,3157,0,16133,96,eamc
216,prefill,25,64,57,7,10405,2880,0,13285,96,eamc
216,prefill,26,64,55,9,10580,3503,0,14083,96,eamc
216,prefill,27,64,59,5,6361,1998,0,8359,96,eamc
216,prefill,28,64,60,4,8587,1774,0,10361,96,eamc
216,prefill,29,64,56,8,13752,3682,0,17434,96,eamc
216,prefill,30,64,59,5,9507,2249,0,11756,96,eamc
216,prefill,31,64,59,5,9625,2285,0,11910,96,eamc
216,prefill,32,64,62,2,752,861,0,1613,96,eamc
216,prefill,33,64,58,6,8832,2704,0,11536,96,eamc
216,prefill,34,64,62,2,525,867,0,1392,96,eamc
216,prefill,35,64,62,2,3285,970,0,4255,96,eamc
216,prefill,36,64,58,6,8087,2716,0,10803,96,eamc
216,prefill,37,64,57,7,9368,3112,0,12480,96,eamc
216,prefill,38,64,57,7,13342,3165,0,16507,96,eamc
216,prefill,39,64,56,8,5296,3588,0,8884,96,eamc
224,prefill,0,64,40,24,14660,9501,0,24161,96,eamc
224,prefill,1,64,38,26,16063,10018,0,26081,96,eamc
224,prefill,2,64,30,34,21280,12990,0,34270,96,eamc
224,prefill,3,64,35,29,23894,11329,0,35223,96,eamc
224,prefill,4,64,38,26,19782,10181,0,29963,96,eamc
224,prefill,5,64,46,18,14762,6980,0,21742,96,eamc
224,prefill,6,64,48,16,19409,6203,0,25612,96,eamc
224,prefill,7,64,43,21,17569,8277,0,25846,96,eamc
224,prefill,8,64,46,18,12945,6985,0,19930,96,eamc
224,prefill,9,64,51,13,13004,4997,0,18001,96,eamc
224,prefill,10,64,49,15,19199,5978,0,25177,96,eamc
224,prefill,11,64,48,16,11622,6261,0,17883,96,eamc
224,prefill,12,64,54,10,11594,3867,0,15461,96,eamc
224,prefill,13,64,48,16,17750,6264,0,24014,96,eamc
224,prefill,14,64,51,13,12045,5107,0,17152,96,eamc
224,prefill,15,64,54,10,17486,3954,0,21440,96,eamc
224,prefill,16,64,55,9,8308,3562,0,11870,96,eamc
224,prefill,17,64,52,12,14222,4711,0,18933,96,eamc
224,prefill,18,64,54,10,8566,3926,0,12492,96,eamc
224,prefill,19,64,53,11,10922,4418,0,15340,96,eamc
224,prefill,20,64,38,26,31182,10296,0,41478,96,eamc
224,prefill,21,64,44,20,34079,7902,0,41981,96,eamc
224,prefill,22,64,45,19,30799,7635,0,38434,96,eamc
224,prefill,23,64,51,13,22408,5152,0,27560,96,eamc
224,prefill,24,64,46,18,35766,7305,0,43071,96,eamc
224,prefill,25,64,40,24,38768,9496,0,48264,96,eamc
224,prefill,26,64,41,23,31066,9391,0,40457,96,eamc
224,prefill,27,64,51,13,13093,5118,0,18211,96,eamc
224,prefill,28,64,57,7,11096,3065,0,14161,96,eamc
224,prefill,29,64,50,14,22100,6377,0,28477,96,eamc
224,prefill,30,64,53,11,16219,4949,0,21168,96,eamc
224,prefill,31,64,58,6,11022,2719,0,13741,96,eamc
224,prefill,32,64,58,6,10278,2692,0,12970,96,eamc
224,prefill,33,64,58,6,9202,2705,0,11907,96,eamc
224,prefill,34,64,57,7,11168,3472,0,14640,96,eamc
224,prefill,35,64,54,10,16448,4493,0,20941,96,eamc
224,prefill,36,64,52,12,19874,5491,0,25365,96,eamc
224,prefill,37,64,50,14,18564,6330,0,24894,96,eamc
224,prefill,38,64,55,9,13801,4294,0,18095,96,eamc
224,prefill,39,64,49,15,21503,6820,0,28323,96,eamc
232,prefill,0,64,49,15,14527,5914,0,20441,96,eamc
232,prefill,1,64,40,24,11409,9369,0,20778,96,eamc
232,prefill,2,64,31,33,21272,12725,0,33997,96,eamc
232,prefill,3,64,36,28,16838,10775,0,27613,96,eamc
232,prefill,4,64,46,18,12513,6961,0,19474,96,eamc
232,prefill,5,64,49,15,12733,5770,0,18503,96,eamc
232,prefill,6,64,51,13,10154,5001,0,15155,96,eamc
232,prefill,7,64,53,11,13942,4323,0,18265,96,eamc
232,prefill,8,64,51,13,18669,5078,0,23747,96,eamc
232,prefill,9,64,56,8,10885,3153,0,14038,96,eamc
232,prefill,10,64,49,15,14202,5880,0,20082,96,eamc
232,prefill,11,64,55,9,8681,3554,0,12235,96,eamc
232,prefill,12,64,52,12,13420,4704,0,18124,96,eamc
232,prefill,13,64,51,13,6654,5080,0,11734,96,eamc
232,prefill,14,64,57,7,7661,2748,0,10409,96,eamc
232,prefill,15,64,56,8,10608,3172,0,13780,96,eamc
232,prefill,16,64,56,8,10255,3159,0,13414,96,eamc
232,prefill,17,64,60,4,5581,1578,0,7159,96,eamc
232,prefill,18,64,54,10,14247,3931,0,18178,96,eamc
232,prefill,19,64,55,9,13604,3551,0,17155,96,eamc
232,prefill,20,64,47,17,13768,6654,0,20422,96,eamc
232,prefill,21,64,48,16,10522,6276,0,16798,96,eamc
232,prefill,22,64,54,10,9647,3870,0,13517,96,eamc
232,prefill,23,64,59,5,4089,1967,0,6056,96,eamc
232,prefill,24,64,51,13,22334,5271,0,27605,96,eamc
232,prefill,25,64,44,20,21848,7822,0,29670,96,eamc
232,prefill,26,64,48,16,17438,6201,0,23639,96,eamc
232,prefill,27,64,50,14,19487,5648,0,25135,96,eamc
232,prefill,28,64,58,6,10733,2614,0,13347,96,eamc
232,prefill,29,64,56,8,9554,3591,0,13145,96,eamc
232,prefill,30,64,54,10,15792,4473,0,20265,96,eamc
232,prefill,31,64,58,6,13062,2750,0,15812,96,eamc
232,prefill,32,64,60,4,3127,1822,0,4949,96,eamc
232,prefill,33,64,61,3,5787,1345,0,7132,96,eamc
232,prefill,34,64,58,6,11947,2703,0,14650,96,eamc
232,prefill,35,64,59,5,11295,2291,0,13586,96,eamc
232,prefill,36,64,58,6,7625,2700,0,10325,96,eamc
232,prefill,37,64,57,7,9731,3175,0,12906,96,eamc
232,prefill,38,64,58,6,10058,2698,0,12756,96,eamc
232,prefill,39,64,54,10,13807,4483,0,18290,96,eamc
240,prefill,0,64,42,22,22912,8739,0,31651,96,eamc
240,prefill,1,64,38,26,12319,10183,0,22502,96,eamc
240,prefill,2,64,33,31,18544,11940,0,30484,96,eamc
240,prefill,3,64,37,27,11856,10288,0,22144,96,eamc
240,prefill,4,64,42,22,16680,8448,0,25128,96,eamc
240,prefill,5,64,44,20,12786,7635,0,20421,96,eamc
240,prefill,6,64,52,12,5158,4557,0,9715,96,eamc
240,prefill,7,64,50,14,11774,5358,0,17132,96,eamc
240,prefill,8,64,52,12,13741,4675,0,18416,96,eamc
240,prefill,9,64,52,12,14972,4696,0,19668,96,eamc
240,prefill,10,64,59,5,5305,1966,0,7271,96,eamc
240,prefill,11,64,56,8,4055,3178,0,7233,96,eamc
240,prefill,12,64,56,8,3870,3076,0,6946,96,eamc
240,prefill,13,64,56,8,7243,3074,0,10317,96,eamc
240,prefill,14,64,56,8,11984,3156,0,15140,96,eamc
240,prefill,15,64,56,8,6547,3130,0,9677,96,eamc
240,prefill,16,64,58,6,3517,2421,0,5938,96,eamc
240,prefill,17,64,51,13,14986,5107,0,20093,96,eamc
240,prefill,18,64,56,8,5777,3166,0,8943,96,eamc
240,prefill,19,64,56,8,9148,3096,0,12244,96,eamc
240,prefill,20,64,46,18,22983,7157,0,30140,96,eamc
240,prefill,21,64,48,16,9139,6339,0,15478,96,eamc
240,prefill,22,64,54,10,6628,3855,0,10483,96,eamc
240,prefill,23,64,58,6,1722,2316,0,4038,96,eamc
240,prefill,24,64,50,14,10314,5353,0,15667,96,eamc
240,prefill,25,64,52,12,10035,4592,0,14627,96,eamc
240,prefill,26,64,51,13,9104,5053,0,14157,96,eamc
240,prefill,27,64,50,14,22514,5606,0,28120,96,eamc
240,prefill,28,64,62,2,3920,874,0,4794,96,eamc
240,prefill,29,64,55,9,7255,4177,0,11432,96,eamc
240,prefill,30,64,59,5,10365,2357,0,12722,96,eamc
240,prefill,31,64,63,1,263,447,0,710,96,eamc
240,prefill,32,64,58,6,10212,2719,0,12931,96,eamc
240,prefill,33,64,61,3,3442,1342,0,4784,96,eamc
240,prefill,34,64,63,1,2077,478,0,2555,96,eamc
240,prefill,35,64,58,6,9676,2653,0,12329,96,eamc
240,prefill,36,64,60,4,4521,1803,0,6324,96,eamc
240,prefill,37,64,59,5,8654,2235,0,10889,96,eamc
240,prefill,38,64,55,9,13487,4297,0,17784,96,eamc
240,prefill,39,64,58,6,9425,2722,0,12147,96,eamc
248,prefill,0,64,53,11,10679,4294,0,14973,96,eamc
248,prefill,1,64,40,24,15004,9258,0,24262,96,eamc
248,prefill,2,64,33,31,15849,11910,0,27759,96,eamc
248,prefill,3,64,46,18,8254,6943,0,15197,96,eamc
248,prefill,4,64,47,17,9951,6564,0,16515,96,eamc
248,prefill,5,64,50,14,11390,5405,0,16795,96,eamc
248,prefill,6,64,52,12,9225,4683,0,13908,96,eamc
248,prefill,7,64,53,11,7064,4214,0,11278,96,eamc
248,prefill,8,64,55,9,2397,3436,0,5833,96,eamc
248,prefill,9,64,57,7,8346,2686,0,11032,96,eamc
248,prefill,10,64,57,7,6955,2672,0,9627,96,eamc
248,prefill,11,64,55,9,9753,3465,0,13218,96,eamc
248,prefill,12,64,57,7,9408,2881,0,12289,96,eamc
248,prefill,13,64,53,11,9617,4270,0,13887,96,eamc
248,prefill,14,64,56,8,12614,3157,0,15771,96,eamc
248,prefill,15,64,59,5,6199,1928,0,8127,96,eamc
248,prefill,16,64,56,8,6263,3066,0,9329,96,eamc
248,prefill,17,64,60,4,2771,1534,0,4305,96,eamc
248,prefill,18,64,58,6,8333,2346,0,10679,96,eamc
248,prefill,19,64,58,6,7070,2374,0,9444,96,eamc
248,prefill,20,64,56,8,5605,3219,0,8824,96,eamc
248,prefill,21,64,59,5,3493,1945,0,5438,96,eamc
248,prefill,22,64,60,4,4836,1569,0,6405,96,eamc
248,prefill,23,64,59,5,3246,1923,0,5169,96,eamc
248,prefill,24,64,56,8,6279,3121,0,9400,96,eamc
248,prefill,25,64,55,9,5324,3438,0,8762,96,eamc
248,prefill,26,64,56,8,9922,3088,0,13010,96,eamc
248,prefill,27,64,58,6,9696,2359,0,12055,96,eamc
248,prefill,28,64,56,8,5693,3485,0,9178,96,eamc
248,prefill,29,64,56,8,8530,3556,0,12086,96,eamc
248,prefill,30,64,59,5,6474,2213,0,8687,96,eamc
248,prefill,31,64,62,2,3499,944,0,4443,96,eamc
248,prefill,32,64,59,5,9853,2325,0,12178,96,eamc
248,prefill,33,64,60,4,5696,1843,0,7539,96,eamc
248,prefill,34,64,61,3,9264,1369,0,10633,96,eamc
248,prefill,35,64,59,5,6556,2285,0,8841,96,eamc
248,prefill,36,64,62,2,2966,888,0,3854,96,eamc
248,prefill,37,64,56,8,15078,3574,0,18652,96,eamc
248,prefill,38,64,57,7,5866,3224,0,9090,96,eamc
248,prefill,39,64,56,8,4582,3564,0,8146,96,eamc
256,prefill,0,64,21,43,21150,16802,0,37952,96,eamc
256,prefill,1,64,30,34,24113,13058,0,37171,96,eamc
256,prefill,2,64,28,36,16020,13738,0,29758,96,eamc
256,prefill,3,64,28,36,22366,14269,0,36635,96,eamc
256,prefill,4,64,36,28,24613,11049,0,35662,96,eamc
256,prefill,5,64,28,36,31087,14259,0,45346,96,eamc
256,prefill,6,64,36,28,33630,11009,0,44639,96,eamc
256,prefill,7,64,31,33,18630,12828,0,31458,96,eamc
256,prefill,8,64,36,28,30188,11842,0,42030,96,eamc
256,prefill,9,64,38,26,40657,12532,0,53189,96,eamc
256,prefill,10,64,34,30,39995,12587,0,52582,96,eamc
256,prefill,11,64,30,34,41967,13874,0,55841,96,eamc
256,prefill,12,64,31,33,32619,12895,0,45514,96,eamc
256,prefill,13,64,30,34,33088,13302,0,46390,96,eamc
256,prefill,14,64,27,37,57926,14808,0,72734,96,eamc
256,prefill,15,64,30,34,53256,13911,0,67167,96,eamc
256,prefill,16,64,39,25,21955,9626,0,31581,96,eamc
256,prefill,17,64,32,32,41821,12694,0,54515,96,eamc
256,prefill,18,64,36,28,34557,11227,0,45784,96,eamc
256,prefill,19,64,33,31,37591,12569,0,50160,96,eamc
256,prefill,20,64,26,38,38570,14816,0,53386,96,eamc
256,prefill,21,64,22,42,52203,16724,0,68927,96,eamc
256,prefill,22,64,34,30,33989,11933,0,45922,96,eamc
256,prefill,23,64,36,28,31280,11373,0,42653,96,eamc
256,prefill,24,64,30,34,39516,13290,0,52806,96,eamc
256,prefill,25,64,29,35,34339,13594,0,47933,96,eamc
256,prefill,26,64,26,38,47926,14914,0,62840,96,eamc
256,prefill,27,64,33,31,35204,12483,0,47687,96,eamc
256,prefill,28,64,43,21,30541,9172,0,39713,96,eamc
256,prefill,29,64,37,27,35049,12269,0,47318,96,eamc
256,prefill,30,64,43,21,26776,9428,0,36204,96,eamc
256,prefill,31,64,44,20,24605,9607,0,34212,96,eamc
256,prefill,32,64,41,23,28639,10447,0,39086,96,eamc
256,prefill,33,64,47,17,22580,7606,0,30186,96,eamc
256,prefill,34,64,46,18,23471,8083,0,31554,96,eamc
256,prefill,35,64,43,21,42096,9937,0,52033,96,eamc
256,prefill,36,64,47,17,19994,7700,0,27694,96,eamc
256,prefill,37,64,43,21,31144,9510,0,40654,96,eamc
256,prefill,38,64,52,12,14590,5485,0,20075,96,eamc
256,prefill,39,64,41,23,30425,10836,0,41261,96,eamc
264,prefill,0,64,33,31,28250,12253,0,40503,96,eamc
264,prefill,1,64,33,31,34876,12180,0,47056,96,eamc
264,prefill,2,64,18,46,34505,17955,0,52460,96,eamc
264,prefill,3,64,33,31,25665,12271,0,37936,96,eamc
264,prefill,4,64,35,29,38249,11368,0,49617,96,eamc
264,prefill,5,64,30,34,52665,13548,0,66213,96,eamc
264,prefill,6,64,36,28,52162,11078,0,63240,96,eamc
264,prefill,7,64,42,22,40912,9156,0,50068,96,eamc
264,prefill,8,64,43,21,21607,8240,0,29847,96,eamc
264,prefill,9,64,39,25,34644,9879,0,44523,96,eamc
264,prefill,10,64,35,29,57415,11801,0,69216,96,eamc
264,prefill,11,64,37,27,45420,10976,0,56396,96,eamc
264,prefill,12,64,41,23,39897,9393,0,49290,96,eamc
264,prefill,13,64,42,22,25157,8735,0,33892,96,eamc
264,prefill,14,64,47,17,21403,6766,0,28169,96,eamc
264,prefill,15,64,41,23,36909,9554,0,46463,96,eamc
264,prefill,16,64,39,25,33097,10112,0,43209,96,eamc
264,prefill,17,64,32,32,46812,12909,0,59721,96,eamc
264,prefill,18,64,38,26,30606,10458,0,41064,96,eamc
264,prefill,19,64,38,26,26037,10700,0,36737,96,eamc
264,prefill,20,64,34,30,26755,11719,0,38474,96,eamc
264,prefill,21,64,31,33,37695,13338,0,51033,96,eamc
264,prefill,22,64,28,36,49135,14238,0,63373,96,eamc
264,prefill,23,64,28,36,63343,14960,0,78303,96,eamc
264,prefill,24,64,41,23,44751,9229,0,53980,96,eamc
264,prefill,25,64,35,29,33430,11367,0,44797,96,eamc
264,prefill,26,64,38,26,34938,10316,0,45254,96,eamc
264,prefill,27,64,38,26,35819,10575,0,46394,96,eamc
264,prefill,28,64,41,23,40325,10315,0,50640,96,eamc
264,prefill,29,64,38,26,34982,11991,0,46973,96,eamc
264,prefill,30,64,39,25,42393,11488,0,53881,96,eamc
264,prefill,31,64,39,25,45163,12036,0,57199,96,eamc
264,prefill,32,64,37,27,43907,12618,0,56525,96,eamc
264,prefill,33,64,41,23,41206,10568,0,51774,96,eamc
264,prefill,34,64,39,25,49818,11863,0,61681,96,eamc
264,prefill,35,64,32,32,63755,15062,0,78817,96,eamc
264,prefill,36,64,34,30,56214,13892,0,70106,96,eamc
264,prefill,37,64,39,25,47281,11558,0,58839,96,eamc
264,prefill,38,64,45,19,25635,8673,0,34308,96,eamc
264,prefill,39,64,40,24,47470,11399,0,58869,96,eamc
272,prefill,0,64,49,15,13983,5988,0,19971,96,eamc
272,prefill,1,64,38,26,20447,10312,0,30759,96,eamc
272,prefill,2,64,33,31,29742,12429,0,42171,96,eamc
272,prefill,3,64,36,28,28652,11124,0,39776,96,eamc
272,prefill,4,64,39,25,32410,10007,0,42417,96,eamc
272,prefill,5,64,43,21,34020,8370,0,42390,96,eamc
272,prefill,6,64,43,21,31074,8370,0,39444,96,eamc
272,prefill,7,64,47,17,22589,6921,0,29510,96,eamc
272,prefill,8,64,44,20,33866,7958,0,41824,96,eamc
272,prefill,9,64,41,23,33633,9225,0,42858,96,eamc
272,prefill,10,64,38,26,38299,10419,0,48718,96,eamc
272,prefill,11,64,38,26,43202,10507,0,53709,96,eamc
272,prefill,12,64,39,25,28670,9957,0,38627,96,eamc
272,prefill,13,64,47,17,18699,6742,0,25441,96,eamc
272,prefill,14,64,50,14,22843,5583,0,28426,96,eamc
272,prefill,15,64,54,10,11217,4222,0,15439,96,eamc
272,prefill,16,64,47,17,17471,6719,0,24190,96,eamc
272,prefill,17,64,44,20,21748,7887,0,29635,96,eamc
272,prefill,18,64,48,16,25167,6489,0,31656,96,eamc
272,prefill,19,64,46,18,23193,7159,0,30352,96,eamc
272,prefill,20,64,43,21,11951,8325,0,20276,96,eamc
272,prefill,21,64,42,22,12263,8486,0,20749,96,eamc
272,prefill,22,64,45,19,24566,7530,0,32096,96,eamc
272,prefill,23,64,44,20,26750,7836,0,34586,96,eamc
272,prefill,24,64,46,18,22405,7114,0,29519,96,eamc
272,prefill,25,64,50,14,22416,5555,0,27971,96,eamc
272,prefill,26,64,47,17,26210,6883,0,33093,96,eamc
272,prefill,27,64,47,17,28017,6710,0,34727,96,eamc
272,prefill,28,64,46,18,22666,8006,0,30672,96,eamc
272,prefill,29,64,47,17,21317,7705,0,29022,96,eamc
272,prefill,30,64,39,25,36504,11490,0,47994,96,eamc
272,prefill,31,64,44,20,28044,9146,0,37190,96,eamc
272,prefill,32,64,43,21,27943,9561,0,37504,96,eamc
272,prefill,33,64,41,23,28090,10381,0,38471,96,eamc
272,prefill,34,64,41,23,43549,10647,0,54196,96,eamc
272,prefill,35,64,42,22,39631,9948,0,49579,96,eamc
272,prefill,36,64,49,15,16527,6803,0,23330,96,eamc
272,prefill,37,64,51,13,22061,5919,0,27980,96,eamc
272,prefill,38,64,60,4,3190,1781,0,4971,96,eamc
272,prefill,39,64,42,22,28159,10110,0,38269,96,eamc
280,prefill,0,64,43,21,18274,8592,0,26866,96,eamc
280,prefill,1,64,37,27,31217,10717,0,41934,96,eamc
280,prefill,2,64,32,32,22149,12480,0,34629,96,eamc
280,prefill,3,64,38,26,19933,10069,0,30002,96,eamc
280,prefill,4,64,47,17,19327,6787,0,26114,96,eamc
280,prefill,5,64,49,15,25626,6199,0,31825,96,eamc
280,prefill,6,64,47,17,31444,6908,0,38352,96,eamc
280,prefill,7,64,54,10,13453,3941,0,17394,96,eamc
280,prefill,8,64,47,17,22694,6791,0,29485,96,eamc
280,prefill,9,64,51,13,16571,5094,0,21665,96,eamc
280,prefill,10,64,47,17,19145,6636,0,25781,96,eamc
280,prefill,11,64,42,22,25537,8718,0,34255,96,eamc
280,prefill,12,64,50,14,16052,5620,0,21672,96,eamc
280,prefill,13,64,51,13,13792,5158,0,18950,96,eamc
280,prefill,14,64,50,14,13632,5523,0,19155,96,eamc
280,prefill,15,64,49,15,23387,6122,0,29509,96,eamc
